Timestamp,Set Temperature,Target Temperature,Pump Status,Last Temperature (Sensor 1),Last Temperature (Sensor 2),Last Flow Rate
2023-12-03 14:50:59.393214,33.20,33.20,1,32.75,38.69,0.00
2023-12-03 14:50:59.544065,33.20,33.20,1,32.75,38.69,0.00
2023-12-03 14:50:59.690449,33.20,33.20,1,32.75,38.69,0.00
2023-12-03 14:50:59.831407,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:50:59.981670,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:00.125672,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:00.266170,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:00.407347,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:00.551455,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:00.696368,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:00.842693,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:00.982435,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:01.143295,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:01.294314,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:01.435230,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:01.585192,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:01.727156,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:01.867604,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:02.009425,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:02.154633,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:02.301220,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:02.443336,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:02.586898,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:02.740639,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:02.878356,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:03.025823,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:03.168751,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:03.311708,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:03.458317,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:03.598128,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:03.744619,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:03.889319,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:04.169703,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:04.315818,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:04.519300,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:04.773939,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:05.021536,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:05.165929,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:05.308732,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:05.454084,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:05.596383,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:05.740563,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:05.891159,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:06.029374,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:06.177924,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:06.322744,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:06.462021,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:06.609982,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:06.751730,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:06.895384,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:07.040344,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:07.183036,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:07.329629,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:07.471240,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:07.613391,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:07.757153,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:07.899436,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:08.043305,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:08.187830,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:08.331229,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:08.474892,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:08.618280,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:08.762894,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:08.910037,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:09.053373,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:09.196658,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:09.478507,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:09.622210,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:09.766193,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:09.914095,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:10.058757,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:10.201459,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:10.345064,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:10.488509,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:10.633714,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:10.775471,33.20,33.20,1,32.75,38.69,0.00
2023-12-03 14:51:10.919503,33.20,33.20,1,32.75,38.69,0.00
2023-12-03 14:51:11.063471,33.20,33.20,1,32.75,38.69,0.00
2023-12-03 14:51:11.206655,33.20,33.20,1,32.75,38.69,0.00
2023-12-03 14:51:11.359033,33.20,33.20,1,32.75,38.69,0.00
2023-12-03 14:51:11.496023,33.20,33.20,1,32.75,38.69,0.00
2023-12-03 14:51:11.638819,33.20,33.20,1,32.75,38.69,0.00
2023-12-03 14:51:11.782915,33.20,33.20,1,32.75,38.69,0.00
2023-12-03 14:51:11.931659,33.20,33.20,1,32.75,38.69,0.00
2023-12-03 14:51:12.084741,33.20,33.20,1,32.75,38.69,0.00
2023-12-03 14:51:12.236364,33.20,33.20,1,32.75,38.69,0.00
2023-12-03 14:51:12.518023,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:12.662822,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:12.806304,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:12.952821,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:13.094525,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:13.236241,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:13.383737,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:13.524789,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:13.683960,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:13.828207,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:13.975243,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:14.118295,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:14.259363,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:14.539457,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:14.682208,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:14.826246,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:14.972132,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:15.115052,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:15.263686,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:15.408983,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:15.553309,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:15.693869,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:15.843124,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:15.983162,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:16.128204,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:16.270791,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:16.413040,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:16.560835,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:16.729546,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:16.987117,33.20,33.20,1,32.81,38.75,0.00
2023-12-03 14:51:17.127506,33.20,33.20,1,32.81,38.75,0.00
2023-12-03 14:51:17.459155,33.20,33.20,1,32.81,38.75,0.00
2023-12-03 14:51:17.691233,33.20,33.20,1,32.81,38.75,0.00
2023-12-03 14:51:17.828449,33.20,33.20,1,32.81,38.75,0.00
2023-12-03 14:51:17.980358,33.20,33.20,1,32.81,38.75,0.00
2023-12-03 14:51:18.117868,33.20,33.20,1,32.81,38.75,0.00
2023-12-03 14:51:18.264053,33.20,33.20,1,32.81,38.75,0.00
2023-12-03 14:51:18.408043,33.20,33.20,1,32.81,38.75,0.00
2023-12-03 14:51:18.552542,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:18.714817,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:18.975442,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:19.119376,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:19.262456,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:19.407903,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:19.555700,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:19.699757,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:19.839019,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:19.980498,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:20.127270,33.20,33.20,1,32.81,38.75,0.00
2023-12-03 14:51:20.268177,33.20,33.20,1,32.81,38.75,0.00
2023-12-03 14:51:20.416077,33.20,33.20,1,32.81,38.75,0.00
2023-12-03 14:51:20.557038,33.20,33.20,1,32.81,38.75,0.00
2023-12-03 14:51:20.701633,33.20,33.20,1,32.81,38.75,0.00
2023-12-03 14:51:20.844488,33.20,33.20,1,32.81,38.75,0.00
2023-12-03 14:51:20.988768,33.20,33.20,1,32.81,38.75,0.00
2023-12-03 14:51:21.133773,33.20,33.20,1,32.81,38.75,0.00
2023-12-03 14:51:21.277696,33.20,33.20,1,32.81,38.75,0.00
2023-12-03 14:51:21.421879,33.20,33.20,1,32.81,38.75,0.00
2023-12-03 14:51:21.564474,33.20,33.20,1,32.81,38.75,0.00
2023-12-03 14:51:21.706181,33.20,33.20,1,32.81,38.75,0.00
2023-12-03 14:51:21.850916,33.20,33.20,1,32.81,38.75,0.00
2023-12-03 14:51:21.994312,33.20,33.20,1,32.81,38.75,0.00
2023-12-03 14:51:22.138332,33.20,33.20,1,32.81,38.75,0.00
2023-12-03 14:51:22.282986,33.20,33.20,1,32.81,38.75,0.00
2023-12-03 14:51:22.427340,33.20,33.20,1,32.81,38.75,0.00
2023-12-03 14:51:22.574438,33.20,33.20,1,32.81,38.75,0.00
2023-12-03 14:51:22.718695,33.20,33.20,1,32.81,38.75,0.00
2023-12-03 14:51:22.859273,33.20,33.20,1,32.81,38.75,0.00
2023-12-03 14:51:23.004833,33.20,33.20,1,32.81,38.75,0.00
2023-12-03 14:51:23.144674,33.20,33.20,1,32.81,38.75,0.00
2023-12-03 14:51:23.288377,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:23.436318,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:23.577436,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:23.722463,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:23.862684,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:24.007489,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:24.160448,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:24.295829,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:24.438431,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:24.597673,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:24.740970,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:24.884897,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:25.036934,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:25.177323,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:25.315933,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:25.462112,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:25.604482,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:25.748101,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:25.893728,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:26.035372,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:26.223512,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:26.484557,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:26.623675,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:26.766888,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:26.914299,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:27.054071,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:27.209904,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:27.477353,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:27.622267,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:27.773932,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:27.916397,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:28.060994,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:28.203988,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:28.351383,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:28.491483,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:28.635222,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:28.779788,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:28.921394,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:29.068011,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:29.214622,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:29.359530,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:29.505014,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:29.645057,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:29.786520,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:29.930890,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:30.078241,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:30.218275,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:30.654919,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:30.919601,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:31.063326,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:31.343095,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:31.489916,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:31.636124,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:31.775412,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:31.921249,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:32.063461,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:32.208053,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:32.351699,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:32.497161,33.20,33.20,1,32.75,38.75,0.00
2023-12-03 14:51:32.643749,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:32.784149,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:32.929712,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:33.069709,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:33.214684,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:33.360209,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:33.500838,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:33.648265,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:33.787289,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:33.931376,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:34.075299,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:34.219760,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:34.367173,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:34.517285,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:34.647928,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:34.792035,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:34.936582,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:35.079854,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:35.223457,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:35.366715,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:35.510448,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:35.653419,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:35.801297,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:35.941366,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:36.085058,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:36.231723,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:36.512973,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:36.655125,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:36.941616,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:37.078525,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:37.222885,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:37.368686,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:37.514337,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:37.653673,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:37.794524,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:37.939348,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:38.081799,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:38.224820,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:38.373627,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:38.512907,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:38.659459,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:38.807236,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:38.950454,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:39.094566,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:39.238050,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:39.382483,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:39.525269,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:39.669837,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:39.815309,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:39.960261,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:40.252648,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:40.400517,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:40.543328,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:40.686280,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:40.832578,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:40.973316,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:41.117848,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:41.266075,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:41.406100,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:41.551072,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:41.692035,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:41.854920,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:41.992825,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:42.139732,33.20,33.20,1,32.69,38.75,0.00
2023-12-03 14:51:42.278695,33.20,33.20,1,32.69,38.75,0.00
